Text	Label
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Saturday? Great. Where? I don't know. How about the Italian restaurant? OK! When should we meet? You free 11 pm? Sorry, I can't. 12 pm? Great. See you then!""]"	[[27, 30], [31, 32], [69, 70], [46, 48]]
"[""Heyo! Let's grab coffee on Thursday? Ok. Where should we go? I don't know. How about the Italian restaurant? Sure! What time? How about 1 am? Sorry, I can't. You free 12 pm? Sure. See you then!""]"	[[7, 8], [9, 10], [50, 51], [27, 29]]
"[""Heyo! Would you want to watch a movie on Tuesday? Great. Where? I don't know. How about the train station? Sure! When? You free 4 am? Sorry, I can't. How about 12 pm? Sounds good. See you then!""]"	[[8, 10], [11, 12], [48, 49], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something on Tuesday? Sure! Where should we meet? I don't know. How about my place? OK! When? How about 12 pm? Sorry, I can't. Let's do 5 pm? OK! See you then!""]"	[[27, 28], [29, 30], [70, 71], [47, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Monday? Sure. Where should we meet? I don't know. How about the Italian restaurant? Ok. When? Let's do 4 pm? Sorry, I can't. How about 8 pm? Sounds good. See you then!""]"	[[27, 29], [30, 31], [72, 73], [48, 50]]
"[""Hey. Let's see a movie on Thursday? Sounds good. Where should we meet? I don't know. How about a club? Sounds good. When? Let's do 10 pm? Sorry, I can't. How about 7 am? Sure. See you then!""]"	[[6, 8], [9, 10], [52, 53], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to catch up on Sunday? Sounds good. Where should we go? I don't know. How about a bar? Sure. What time? How about 8 pm? Sorry, I can't. 4 am? Sounds good. See you then!""]"	[[27, 28], [29, 30], [68, 69], [48, 49]]
"[""Hey. Do you want to catch up on Sunday? Sure. Where should we go? I don't know. How about Daan Park? Sure. When should we meet? You free 9 pm? Sorry, I can't. You free 8 am? Ok. See you then!""]"	[[7, 8], [9, 10], [52, 53], [27, 29]]
"[""Sup! Sup. Would you want to grab coffee on Wednesday? OK! Where should we go? I don't know. How about the Italian restaurant? OK! What time? How about 9 am? Sorry, I can't. Let's do 1 am? Sure. See you then!""]"	[[11, 12], [13, 14], [56, 57], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a concert on Saturday? Sounds good. Where should we go? I don't know. How about a club? Sure! When should we meet? 7 am? Sorry, I can't. You free 12 pm? Sure! See you then!""]"	[[26, 28], [29, 30], [70, 71], [48, 49]]
"[""Yo, what's up? Nothing much. Would you want to grab coffee on Thursday? Great. Where should we meet? I don't know. How about a club? OK! What time? You free 5 pm? Sorry, I can't. You free 3 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [57, 58], [35, 36]]
"[""Yo, what's up? Nothing much. Let's see a game on Tuesday? Ok. Where should we meet? I don't know. How about Daan Park? Sounds good. What time? How about 4 pm? Sorry, I can't. You free 12 pm? Ok. See you then!""]"	[[14, 16], [17, 18], [59, 60], [35, 37]]
"[""Hey. Would you want to see a movie on Wednesday? Ok. Where should we go? I don't know. How about a club? Sure. When should we meet? 7 am? Sorry, I can't. You free 5 am? Sure. See you then!""]"	[[7, 9], [10, 11], [50, 51], [28, 29]]
"[""Sup! Sup. Would you want to see a concert on Wednesday? OK! Where should we go? I don't know. How about a coffee shop? Sure! When should we meet? You free 2 pm? Sorry, I can't. You free 2 am? Sure. See you then!""]"	[[11, 13], [14, 15], [57, 58], [32, 34]]
"[""Yo, what's up? Nothing much. Do you want to ice skating on Thursday? Sure! Where should we meet? I don't know. How about a club? Great. When should we meet? 4 am? Sorry, I can't. Let's do 4 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [35, 36]]
"[""Yo, what's up? Nothing much. Would you want to see a play on Friday? OK! Where? I don't know. How about my place? Sure! What time? You free 7 am? Sorry, I can't. How about 4 pm? Sure! See you then!""]"	[[15, 17], [18, 19], [55, 56], [33, 34]]
"[""Hey. Let's catch up on Saturday? Ok. Where should we go? I don't know. How about my place? Great. When? 2 pm? Sorry, I can't. You free 9 pm? Great. See you then!""]"	[[6, 7], [8, 9], [45, 46], [26, 27]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go to a party on Wednesday? Sure! Where? I don't know. How about the theme park? Ok. When? 10 pm? Sorry, I can't. You free 1 pm? OK! See you then!""]"	[[26, 29], [30, 31], [65, 66], [45, 47]]
"[""Yo, what's up? Nothing much. Do you want to grab lunch today? Ok. Where? I don't know. How about the Italian restaurant? Ok. When should we meet? 10 pm? Sorry, I can't. Let's do 12 pm? Sure! See you then!""]"	[[15, 16], [17, 17], [56, 57], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to ice skating on Thursday? OK! Where should we go? I don't know. How about Daan Park? Sounds good. What time? How about 4 am? Sorry, I can't. 6 pm? Ok. See you then!""]"	[[27, 28], [29, 30], [69, 70], [47, 49]]
"[""Sup! Sup. Let's ice skating on Thursday? OK! Where should we meet? I don't know. How about Daan Park? Ok. When should we meet? 11 am? Sorry, I can't. 12 pm? Sure! See you then!""]"	[[10, 11], [12, 13], [51, 52], [30, 32]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab coffee on Wednesday? Sure! Where should we meet? I don't know. How about my place? Sounds good. What time? How about 3 pm? Sorry, I can't. How about 9 am? Sounds good. See you then!""]"	[[27, 28], [29, 30], [70, 71], [47, 48]]
"[""Sup! Sup. Do you want to catch up today? Sure! Where should we meet? I don't know. How about your place? Sounds good. What time? Let's do 5 pm? Sorry, I can't. You free 3 pm? Great. See you then!""]"	[[11, 12], [13, 13], [55, 56], [30, 31]]
"[""Sup! Sup. Do you want to bake on Wednesday? Sure. Where? I don't know. How about the Italian restaurant? Great. When should we meet? How about 11 am? Sorry, I can't. Let's do 7 am? Great. See you then!""]"	[[11, 12], [13, 14], [55, 56], [28, 30]]
"[""Sup! Sup. Let's watch a movie on Thursday? Ok. Where? I don't know. How about the Japanese place? Sure! When should we meet? 10 pm? Sorry, I can't. 5 am? Ok. See you then!""]"	[[10, 12], [13, 14], [49, 50], [28, 30]]
"[""Sup! Sup. Would you want to see a concert on Friday? Great. Where? I don't know. How about the mall? Great. What time? 7 pm? Sorry, I can't. How about 6 am? OK! See you then!""]"	[[11, 13], [14, 15], [49, 50], [29, 30]]
"[""Sup! Sup. Let's see a movie on Saturday? OK! Where? I don't know. How about the train station? Sure! When should we meet? midnight, noon? Sorry, I can't. You free 6 pm? Great. See you then!""]"	[[10, 12], [13, 14], [52, 53], [28, 30]]
"[""Hey. Let's see a play on Thursday? Sounds good. Where should we meet? I don't know. How about a club? OK! When? How about 10 pm? Sorry, I can't. 9 am? Great. See you then!""]"	[[6, 8], [9, 10], [47, 48], [28, 29]]
"[""Hey. Let's grab coffee today? Great. Where should we meet? I don't know. How about a club? Great. When should we meet? You free 3 am? Sorry, I can't. How about 10 pm? Sounds good. See you then!""]"	[[6, 7], [8, 8], [49, 50], [25, 26]]
"[""Hey. Do you want to ice skating tomorrow? Sounds good. Where? I don't know. How about the train station? Sounds good. When should we meet? Let's do 9 am? Sorry, I can't. How about 6 am? Sure! See you then!""]"	[[7, 8], [9, 9], [52, 53], [24, 26]]
"[""Heyo! Do you want to catch up on Friday? Sure! Where should we meet? I don't know. How about Daan Park? Sure. When should we meet? 5 pm? Sorry, I can't. You free 8 pm? Sure. See you then!""]"	[[8, 9], [10, 11], [51, 52], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out today? Sounds good. Where? I don't know. How about your place? OK! When should we meet? How about 3 am? Sorry, I can't. Let's do 5 am? Sure! See you then!""]"	[[27, 28], [29, 29], [70, 71], [44, 45]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to ice skating on Friday? OK! Where? I don't know. How about my place? Great. What time? You free 11 am? Sorry, I can't. You free 1 pm? OK! See you then!""]"	[[27, 28], [29, 30], [66, 67], [44, 45]]
"[""Sup! Sup. Let's grab coffee on Tuesday? Ok. Where should we meet? I don't know. How about the train station? Ok. When should we meet? You free 9 am? Sorry, I can't. 3 pm? Sure. See you then!""]"	[[10, 11], [12, 13], [53, 54], [30, 32]]
"[""Sup! Sup. Would you want to grab coffee today? Ok. Where should we go? I don't know. How about a coffee shop? Sure. When should we meet? 5 pm? Sorry, I can't. How about 9 pm? Ok. See you then!""]"	[[11, 12], [13, 13], [53, 54], [30, 32]]
"[""Sup! Sup. Do you want to do something today? Sure. Where should we meet? I don't know. How about a coffee shop? Sure. When? How about 1 am? Sorry, I can't. You free 6 am? Great. See you then!""]"	[[11, 12], [13, 13], [52, 53], [30, 32]]
"[""Yo, what's up? Nothing much. Do you want to see a concert on Monday? Great. Where? I don't know. How about your place? Sure. When should we meet? Let's do 8 pm? Sorry, I can't. Let's do 5 am? Sounds good. See you then!""]"	[[15, 17], [18, 19], [61, 62], [33, 34]]
"[""Hey. Would you want to hang out on Tuesday? Great. Where? I don't know. How about a bar? Sounds good. When? 1 pm? Sorry, I can't. 11 pm? Ok. See you then!""]"	[[7, 8], [9, 10], [42, 43], [24, 25]]
"[""Heyo! Let's watch a movie on Tuesday? Great. Where do you want to go? I don't know. How about my place? Sure! What time? You free 6 pm? Sorry, I can't. How about 4 am? OK! See you then!""]"	[[7, 9], [10, 11], [52, 53], [30, 31]]
"[""Yo, what's up? Nothing much. Would you want to grab coffee on Saturday? Sounds good. Where should we go? I don't know. How about a bar? Sure! What time? Let's do 1 pm? Sorry, I can't. 10 pm? Great. See you then!""]"	[[15, 16], [17, 18], [58, 59], [36, 37]]
"[""Heyo! Would you want to see a concert on Sunday? Sure. Where should we meet? I don't know. How about the Italian restaurant? OK! When? You free 10 am? Sorry, I can't. How about 4 pm? OK! See you then!""]"	[[8, 10], [11, 12], [51, 52], [29, 31]]
"[""Yo, what's up? Nothing much. Would you want to grab lunch on Thursday? Ok. Where should we meet? I don't know. How about the theme park? Ok. When? 2 pm? Sorry, I can't. You free 2 am? Great. See you then!""]"	[[15, 16], [17, 18], [55, 56], [35, 37]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's ice skating on Friday? OK! Where should we go? I don't know. How about Daan Park? Sounds good. What time? How about 3 am? Sorry, I can't. How about 1 am? Ok. See you then!""]"	[[26, 27], [28, 29], [70, 71], [46, 48]]
"[""Sup! Sup. Let's see a movie on Saturday? Great. Where should we meet? I don't know. How about the Italian restaurant? Sounds good. What time? How about 5 pm? Sorry, I can't. Let's do 9 am? Ok. See you then!""]"	[[10, 12], [13, 14], [57, 58], [31, 33]]
"[""Hey. Let's do something on Tuesday? Ok. Where? I don't know. How about the Italian restaurant? Great. When should we meet? 10 pm? Sorry, I can't. Let's do 6 am? Sure. See you then!""]"	[[6, 7], [8, 9], [48, 49], [23, 25]]
"[""Heyo! Would you want to grab coffee on Monday? Sure! Where should we meet? I don't know. How about a coffee shop? Sure! When should we meet? How about 8 am? Sorry, I can't. You free 2 pm? Sounds good. See you then!""]"	[[8, 9], [10, 11], [53, 54], [28, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab coffee on Saturday? Sure! Where do you want to go? I don't know. How about my place? OK! What time? Let's do 9 am? Sorry, I can't. You free 12 pm? Ok. See you then!""]"	[[27, 28], [29, 30], [73, 74], [49, 50]]
"[""Yo, what's up? Nothing much. Would you want to go somewhere today? Ok. Where should we go? I don't know. How about my place? Sounds good. When? 1 am? Sorry, I can't. How about 2 am? Sure! See you then!""]"	[[15, 16], [17, 17], [54, 55], [34, 35]]
"[""Heyo! Let's watch a movie on Thursday? Sure. Where should we meet? I don't know. How about the train station? OK! When? How about 11 pm? Sorry, I can't. 10 am? Sure. See you then!""]"	[[7, 9], [10, 11], [48, 49], [28, 30]]
"[""Sup! Sup. Would you want to do something on Friday? Great. Where do you want to go? I don't know. How about the Italian restaurant? Sure! What time? Let's do 3 pm? Sorry, I can't. You free 7 pm? Ok. See you then!""]"	[[11, 12], [13, 14], [58, 59], [33, 35]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a concert on Monday? Ok. Where should we meet? I don't know. How about a bar? OK! When? You free 3 am? Sorry, I can't. How about 12 pm? Sure! See you then!""]"	[[27, 29], [30, 31], [69, 70], [48, 49]]
"[""Heyo! Would you want to go swimming on Monday? Ok. Where should we go? I don't know. How about the Italian restaurant? Sounds good. When? You free 3 am? Sorry, I can't. How about 4 pm? Ok. See you then!""]"	[[8, 9], [10, 11], [51, 52], [28, 30]]
"[""Yo, what's up? Nothing much. Let's see a concert on Tuesday? Sure! Where do you want to go? I don't know. How about the train station? Ok. When? 5 am? Sorry, I can't. You free 3 am? Sure. See you then!""]"	[[14, 16], [17, 18], [57, 58], [37, 39]]
"[""Hey. Let's go bowling tomorrow? Great. Where? I don't know. How about the Japanese place? Sounds good. What time? You free 3 am? Sorry, I can't. You free 2 pm? OK! See you then!""]"	[[6, 7], [8, 8], [46, 47], [22, 24]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go rafting on Sunday? Great. Where should we go? I don't know. How about the mall? Ok. When should we meet? Let's do 7 am? Sorry, I can't. Let's do midnight, noon? Sounds good. See you then!""]"	[[27, 30], [31, 32], [77, 79], [49, 50]]
"[""Yo, what's up? Nothing much. Let's grab lunch on Saturday? Sure. Where should we go? I don't know. How about the theme park? Sounds good. What time? How about 2 am? Sorry, I can't. How about 2 pm? Ok. See you then!""]"	[[14, 15], [16, 17], [58, 59], [34, 36]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a play on Saturday? Sure! Where? I don't know. How about Daan Park? Great. When should we meet? 5 am? Sorry, I can't. You free 9 pm? Ok. See you then!""]"	[[27, 29], [30, 31], [68, 69], [45, 47]]
"[""Heyo! Do you want to go bowling on Friday? OK! Where? I don't know. How about a club? OK! What time? Let's do 12 pm? Sorry, I can't. 4 pm? OK! See you then!""]"	[[8, 9], [10, 11], [47, 48], [25, 26]]
"[""Heyo! Let's go bowling tomorrow? Sure. Where do you want to go? I don't know. How about a coffee shop? Sure! When should we meet? How about 9 pm? Sorry, I can't. How about 7 am? Ok. See you then!""]"	[[7, 8], [9, 9], [53, 54], [28, 30]]
"[""Sup! Sup. Let's do something on Wednesday? Sure! Where do you want to go? I don't know. How about a club? Great. When? Let's do 8 pm? Sorry, I can't. 12 pm? Sounds good. See you then!""]"	[[10, 11], [12, 13], [53, 54], [32, 33]]
"[""Hey. Would you want to watch a movie today? OK! Where should we go? I don't know. How about your place? Sure. When? Let's do 2 pm? Sorry, I can't. Let's do 3 am? Sure! See you then!""]"	[[7, 9], [10, 10], [52, 53], [27, 28]]
"[""Hey. Let's go bowling tomorrow? Great. Where? I don't know. How about the mall? Ok. When should we meet? Let's do 3 am? Sorry, I can't. Let's do 4 am? Sure! See you then!""]"	[[6, 7], [8, 8], [50, 51], [22, 23]]
"[""Sup! Sup. Do you want to go bowling on Thursday? Sure! Where do you want to go? I don't know. How about your place? Sounds good. When? Let's do 2 am? Sorry, I can't. Let's do 8 pm? Great. See you then!""]"	[[11, 12], [13, 14], [59, 60], [33, 34]]
