Text	Label
Hey! Are you free on Friday? Yes. Do you want to see a play? Ok. Where? How about the mall? Sure. See you then!	[[15, 17], [7, 7], [0, 0], [25, 26]]
Hey! Let's go bowling on Friday? Sure. Where? How about school? Sure! What time should we meet? How about 12 pm? Sorry, I have an appointment. Are you free at 8 pm? Sure. See you on Friday!	[[6, 7], [9, 9], [43, 44], [17, 17]]
Hey. Do you want to go surfing on Sunday? I can't. How about on Wednesday? OK! When should we meet? midnight? Ok. See you there!	[[7, 8], [20, 20], [29, 29], [0, 0]]
Hey. Would you want to go swimming on Monday? Sure! When should we meet? How about 4 pm? Ok. Where? How about my place? OK! See you there!	[[7, 8], [10, 10], [21, 22], [30, 31]]
Sup! Sup. Do you want to catch up on Thursday? I can't on Thursday. How about on Friday? Sounds good. What time should we meet? 9 am? OK! See you on Friday!	[[11, 12], [26, 26], [37, 38], [0, 0]]
Hey! Do you want to go somewhere on Monday? OK! What time should we meet? Are you free at 9 am? Great. Where should we go? How about a coffee shop? Sure. See you then!	[[7, 8], [10, 10], [24, 25], [36, 38]]
Hey! Would you want to see a movie on Tuesday? Sure! What time? 3 am? Great. Where should we meet? How about Daan Park? Sure. Sorry, I have an appointment 3 am. Let's do 11 pm? Great. See you on Tuesday!	[[7, 9], [11, 11], [49, 50], [30, 32]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free tomorrow? Yes. Let's see a play? Great. Where do you want to go? How about the zoo? Sounds good. See you tomorrow!	[[32, 34], [25, 25], [0, 0], [47, 48]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Wednesday? Yes. Would you want to go ice skating? Sure! Where do you want to go? How about the mall? Sounds good. See you there!	[[34, 36], [26, 26], [0, 0], [49, 50]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a movie today? OK! Where do you want to go? I don't know. How about the train station? Or Daan Park? Ok. Let's do Daan Park. When should we meet? You free 5 pm? Sorry, I can't. Are you free at 3 pm? Great. See you o!	[[27, 29], [30, 30], [89, 90], [54, 56]]
Hey! Do you want to see a movie on Wednesday? Great. Where do you want to go? How about a club? Great. When? Are you free at noon? Sorry, I have an appointment. How about 3 am? Sure. See you there!	[[7, 9], [11, 11], [46, 47], [24, 25]]
Sup! Sup. Do you want to go rafting today? Ok. Where do you want to go? How about Daan Park? Great. When should we meet? How about 2 pm? Sure. See you then!	[[11, 14], [15, 15], [41, 42], [28, 30]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Monday? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Are you free today? Sorry, I have plans already. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Would you want to do something on Thursday? Sure! Where do you want to go? I don't know. How about the theme park? Or Xinyi? Great. Let's do Xinyi. When? 4 pm? Sorry, I can't. How about 5 am? Ok. See you n!	[[11, 12], [14, 14], [66, 67], [38, 40]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab coffee on Thursday? Sure! When should we meet? Let's do 5 am? Sorry, I can't. Let's do 3 pm? Sounds good. Where? I don't know. How about Daan Park or a club? Sounds good. Let's do a club. Great. See you there!	[[26, 27], [29, 29], [56, 57], [76, 77]]
Yo, what's up? Nothing much. Do you want to go rafting on Thursday? I can't on Thursday. How about on Sunday? Ok. When? 6 pm? Ok. See you on Sunday!	[[15, 18], [32, 32], [38, 39], [0, 0]]
Hey. Are you free on Saturday? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Would you want to catch up on Saturday? Great. What time should we meet? Let's do 5 am? Sounds good. Where should we go? How about a bar? Sounds good. Actually, I'm busy 5 am. How about 4 am? Ok. See you then!	[[7, 8], [10, 10], [54, 55], [37, 38]]
Sup! Sup. Would you want to catch up tomorrow? OK! Where? How about a club? OK! What time should we meet? Are you free at 7 pm? Sorry, I have an appointment. Let's do noon? OK! See you there!	[[11, 12], [13, 13], [50, 50], [21, 22]]
Hey! Would you want to do something tomorrow? Ok. Where? How about my place? Sounds good. When should we meet? midnight? Sorry, I'm busy. Let's do 2 pm? OK! See you then!	[[7, 8], [9, 9], [41, 42], [17, 18]]
Hey! Do you want to see a movie on Sunday? Sorry I'm busy. How about tomorrow? Ok. What time? midnight? Ok. See you then!	[[7, 9], [21, 21], [28, 28], [0, 0]]
Sup! Sup. Are you free on Saturday? Yes. Would you want to grab lunch? Sounds good. Where? How about school? Sure. See you there!	[[19, 20], [11, 11], [0, 0], [29, 29]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go rafting on Monday? Great. When should we meet? You free 4 am? Sorry, I'm busy. Let's do 1 pm? Great. Where? I don't know. How about Daan Park or Xinyi? Great. Let's do Xinyi. Great. See you then!	[[27, 30], [32, 32], [57, 58], [76, 78]]
Hey! Let's hang out on Thursday? Sure! When? How about 2 am? Sure! Where do you want to go? How about a coffee shop? Great. Sorry, I have an appointment 2 am. Are you free at 5 pm? Sounds good. See you on Thursday!	[[6, 7], [9, 9], [50, 51], [31, 33]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go bowling on Monday? Sure! Where? How about the Italian restaurant? Sure. What time should we meet? Are you free at 11 pm? Great. See you then!	[[26, 27], [29, 29], [53, 54], [37, 39]]
Yo, what's up? Nothing much. Do you want to go ice skating on Wednesday? Sure! What time should we meet? 5 pm? Sorry, I have an appointment. You free 8 pm? OK! Where do you want to go? I don't know. How about the Japanese place or the zoo? OK! Let's do the Japanese place. OK! See you then!	[[15, 17], [19, 19], [41, 42], [61, 63]]
Hey! Would you want to hang out on Saturday? Sure. Where? I don't know. How about the theme park? Or the zoo? Sounds good. Let's do the zoo. When? How about 12 pm? Sorry, I can't. You free 10 am? Sure! See you n!	[[7, 8], [10, 10], [58, 59], [29, 30]]
Hey! Do you want to go ice skating on Thursday? Sounds good. What time should we meet? Let's do 12 pm? Sounds good. Where should we go? How about a club? Ok. See you then!	[[7, 9], [11, 11], [26, 27], [39, 40]]
Yo, what's up? Nothing much. Do you want to grab lunch on Wednesday? Ok. What time should we meet? Let's do 10 am? Sorry, I'm busy. Are you free at 6 am? Great. Where should we go? I don't know. How about the zoo or a bar? Great. I prefer a bar. Sounds good. See you then!	[[15, 16], [18, 18], [46, 47], [67, 68]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Friday? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Let's go rafting on Wednesday? Sounds good. Where should we go? How about Daan Park? OK! What time? 10 am? Sure. See you then!	[[6, 9], [11, 11], [32, 33], [23, 25]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free on Saturday? Yes. Would you want to watch a movie? Great. Where should we go? How about a bar? OK! See you then!	[[34, 36], [26, 26], [0, 0], [47, 48]]
Yo, what's up? Nothing much. Let's see a movie on Sunday? Sounds good. Where should we meet? How about the mall? Sure. When should we meet? Let's do 4 am? Sure. See you on Sunday!	[[14, 16], [18, 18], [44, 45], [30, 31]]
Hey! Do you want to go swimming on Saturday? Sure. Where should we meet? I don't know. How about the Italian restaurant? Or the Japanese place? Ok. Let's do the Italian restaurant. When? Let's do 2 am? Sorry, I can't. Are you free at 7 am? Sounds good. See you n!	[[7, 8], [10, 10], [66, 67], [27, 29]]
Yo, what's up? Nothing much. Let's go swimming today? I can't. How about on Friday? Sure. What time should we meet? 3 am? Great. See you on Friday!	[[14, 15], [26, 26], [36, 37], [0, 0]]
Hey! Are you free on Wednesday? Sorry, I'll be out of town. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Let's watch a movie on Monday? Sure. Where? How about the Italian restaurant? Sure. What time should we meet? Are you free at 7 pm? Sorry, I have an appointment. Are you free at 4 am? Great. See you then!	[[6, 8], [10, 10], [48, 49], [18, 20]]
Sup! Sup. Would you want to go somewhere on Monday? Great. What time? Are you free at 10 am? Ok. Where should we meet? How about the Japanese place? Sure. See you then!	[[11, 12], [14, 14], [25, 26], [37, 39]]
Yo, what's up? Nothing much. Would you want to do something on Monday? Great. When? How about 5 pm? Sounds good. Where should we go? How about my place? Sure. See you there!	[[15, 16], [18, 18], [26, 27], [39, 40]]
Hey. You free on Tuesday? Sorry, I'll be out of town. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Would you want to go ice skating on Thursday? Ok. Where should we go? I don't know. How about the theme park? Or a coffee shop? Sure. Let's do a coffee shop. What time? How about 3 am? Sorry, I'm busy. 5 am? Ok. See you then!	[[7, 9], [11, 11], [62, 63], [33, 35]]
Hey! Do you want to bake tomorrow? I can't. How about on Wednesday? Sounds good. When should we meet? 8 pm? Great. See you on Wednesday!	[[7, 8], [19, 19], [29, 30], [0, 0]]
Hey! Would you want to go bowling tomorrow? Ok. Where should we meet? How about the Italian restaurant? Sounds good. When? You free 12 pm? Sounds good. See you then!	[[7, 8], [9, 9], [31, 32], [20, 22]]
Hey! You free today? Sorry, I have plans already. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to do something tomorrow? Sounds good. When should we meet? Are you free at 10 pm? Ok. Where do you want to go? How about the mall? Sure. I forgot, I can't 10 pm. Let's do 7 am? Ok. See you tomorrow!	[[11, 12], [13, 13], [60, 61], [41, 42]]
Hey. Let's grab lunch on Friday? Sounds good. When? How about 6 pm? Great. Where should we go? How about Xinyi? Sure. See you on Friday!	[[6, 7], [9, 9], [18, 19], [30, 32]]
Hey. Do you want to go somewhere today? Ok. When should we meet? Let's do 11 am? Sure. Where should we meet? How about the mall? Sure. Actually, I can't 11 am. noon? Ok. See you then!	[[7, 8], [9, 9], [48, 48], [34, 35]]
Sup! Sup. Do you want to hang out on Tuesday? Sure. Where should we meet? How about my place? Sounds good. When? 4 pm? Sure! See you on Tuesday!	[[11, 12], [14, 14], [33, 34], [25, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's watch a movie on Sunday? Ok. Where do you want to go? How about your place? Sure. When should we meet? 10 pm? Great. See you there!	[[26, 28], [30, 30], [53, 54], [43, 44]]
Hey! You free today? Sorry, I'll be out of town. How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. You free tomorrow? Sorry, I'll be out of town. How about on Sunday? I'm busy on on Sunday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Would you want to go bowling on Thursday? Ok. What time should we meet? 4 pm? OK! Where should we go? How about a coffee shop? Sure! See you then!	[[7, 8], [10, 10], [20, 21], [32, 34]]
Hey! Would you want to go swimming on Tuesday? Sure. Where? I don't know. How about the zoo? Or a coffee shop? Ok. Let's do a coffee shop. What time should we meet? You free 3 pm? Sorry, I can't. Let's do 9 pm? OK! See you then!	[[7, 8], [10, 10], [64, 65], [28, 30]]
Sup! Sup. Let's go bowling today? Sure! Where should we go? How about school? Ok. When should we meet? Let's do 5 am? Ok. See you then!	[[10, 11], [12, 12], [36, 37], [23, 23]]
Hey! Let's bake on Monday? Sure. What time should we meet? 5 am? Sure. Where? How about my place? Sure. Sorry, I can't 5 am. How about 2 am? Sounds good. See you then!	[[6, 7], [9, 9], [44, 45], [28, 29]]
Yo, what's up? Nothing much. Do you want to hang out on Tuesday? Sure. Where? I don't know. How about Daan Park? Or Xinyi? Sure! Let's do Xinyi. When? Are you free at 10 pm? Sorry, I have an appointment. Are you free at 10 am? OK! See you then!	[[15, 16], [18, 18], [71, 72], [37, 39]]
Hey! Do you want to see a game tomorrow? Sounds good. Where? How about the Japanese place? OK! When? 10 am? Sorry, I have an appointment. You free 4 am? Great. See you tomorrow!	[[7, 9], [10, 10], [39, 40], [19, 21]]
Yo, what's up? Nothing much. Let's catch up on Tuesday? Sure! Where? How about a bar? Great. What time? Are you free at 5 pm? Sorry, I have an appointment. You free 9 am? Sure. See you then!	[[14, 15], [17, 17], [49, 50], [25, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab coffee on Tuesday? Sure! Where should we meet? How about a bar? Sounds good. What time should we meet? Let's do 9 pm? Sorry, I'm busy. You free 10 am? OK! See you on Tuesday!	[[27, 28], [30, 30], [69, 70], [41, 42]]
Hey. Let's go surfing on Wednesday? OK! Where should we meet? How about the zoo? Sounds good. When? 6 am? Sure! See you there!	[[6, 7], [9, 9], [28, 29], [20, 21]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go ice skating on Friday? I can't. How about on Sunday? Great. When should we meet? 9 am? Great. See you there!	[[27, 29], [41, 41], [50, 51], [0, 0]]
Hey. Let's go ice skating tomorrow? Great. When should we meet? How about 10 am? Great. Where? How about a coffee shop? Ok. I forgot, I'm busy 10 am. 1 am? Sounds good. See you then!	[[6, 8], [9, 9], [45, 46], [29, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out today? Ok. What time? Are you free at 8 am? Sorry, I have an appointment. Let's do 6 am? Sure! Where should we go? I don't know. How about Xinyi or a club? Sure! Let's do Xinyi. Sounds good. See you today!	[[27, 28], [29, 29], [54, 55], [72, 74]]
Yo, what's up? Nothing much. Let's see a play on Thursday? Sorry I'm busy. How about on Friday? OK! When should we meet? 10 pm? OK! See you then!	[[14, 16], [29, 29], [38, 39], [0, 0]]
Hey. Let's go bowling on Wednesday? Ok. Where do you want to go? How about the theme park? Sounds good. What time should we meet? Let's do 12 pm? Sorry, I'm busy. How about 2 pm? Sure! See you then!	[[6, 7], [9, 9], [51, 52], [22, 24]]
Sup! Sup. Let's see a game on Friday? Sure. Where should we go? How about Daan Park? Ok. When? Let's do 5 am? Great. See you there!	[[10, 12], [14, 14], [37, 38], [25, 27]]
Sup! Sup. Do you want to go swimming on Sunday? OK! What time should we meet? How about 12 pm? Sounds good. Where should we go? How about the Japanese place? Great. See you then!	[[11, 12], [14, 14], [26, 27], [39, 41]]
Hey! Would you want to grab coffee on Saturday? OK! Where? How about the Japanese place? Ok. What time should we meet? midnight? Sorry, I have an appointment. How about 1 pm? Ok. See you there!	[[7, 8], [10, 10], [41, 42], [18, 20]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's watch a movie on Friday? I can't on Friday. How about tomorrow? Great. What time should we meet? noon? Sounds good. See you there!	[[26, 28], [41, 41], [51, 51], [0, 0]]
